PURCHASE_ORDER_NUMBER,PO_DOCUMENT_DATE,SUPPLIER_NUMBER,SUPPLIER_NAME,PO_VALUE_ETB,OPEN_VALUE_ETB,PERFORMANCE_GUARANTEE_SUBMISSION_DATE,PERFORMANCE_GUARANTEE_RECEIVED_DATE,PERFORMANCE_GUARANTEE_EXPIRY_DATE,DAYS_TO_EXPIRY,PERFORMANCE_BOND_STATUS,REPORTING_CURRENCY
4500005936,2025-07-06,1002598,Sa-med Plc,"67,411,035","15,749,735",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012839,2026-07-07,20000369,Hetro Labs Ltd.,"15,709,279.45","15,709,279.45",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012631,2026-07-03,20000534,Citotest Labware Manufacturing Co.L,"15,656,190.61","15,656,190.61",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500000773,2024-06-28,10000745,Humanwell Pharmaceutical Ethiopia P,"39,269,440","15,628,240",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012798,2026-07-07,10003604,HAREGEWEINBINIYAM&FRIENDS METAL WOR,"15,600,000","15,600,000",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500000068,2024-06-13,20000443,Serum Institute Of India Pvt.Ltd,"15,500,155.76","15,500,155.76",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012699,2026-07-06,10003604,HAREGEWEINBINIYAM&FRIENDS METAL WOR,"15,425,000","15,425,000",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012700,2026-07-06,10003604,HAREGEWEINBINIYAM&FRIENDS METAL WOR,"15,425,000","15,425,000",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500005369,2025-06-23,20000213,Adonai Trading FZE,"15,386,837.82","15,386,837.82",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004718,2025-05-19,20000341,"Cspc Ouyi Pharmaceutical Co.,Ltd","15,359,373.20","15,359,373.20",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011616,2026-05-20,20000264,United Pharma (K) Limited,"15,285,745.04","15,285,745.04",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011919,2026-06-04,20000239,Ningbo David Medical Device Co. Ltd,"15,166,879.08","15,166,879.08",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500006113,2025-07-24,20000213,Adonai Trading FZE,"15,146,374.54","15,146,374.54",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010295,2026-03-06,20000335,Brawn Laboratories Ltd.,"15,042,214.27","15,042,214.27",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004782,2025-05-22,20000383,Kay & Company,"15,020,665.89","15,020,665.89",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004169,2025-04-10,20000249,RISE GLOBAL GMBH,"15,016,732.03","15,016,732.03",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500003424,2025-02-13,20000341,"Cspc Ouyi Pharmaceutical Co.,Ltd","14,927,601.03","14,927,601.03",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010385,2026-03-11,20000132,Sanofi Pasteur,"14,666,922","14,666,922",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500002749,2024-12-26,20000112,Poly Medicure Limited,"14,663,783.90","14,663,783.90",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011547,2026-05-18,20000050,Immucor Medizinische Diagnostik  Gm,"14,592,874.60","14,592,874.60",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012791,2026-07-07,20000337,Ciron Drugs And Pharmaceuticals Pvt,"14,587,862.23","14,587,862.23",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011710,2026-05-25,20000050,Immucor Medizinische Diagnostik  Gm,"14,546,748.34","14,546,748.34",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012427,2026-06-25,20000337,Ciron Drugs And Pharmaceuticals Pvt,"14,503,300.78","14,503,300.78",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500005576,2025-06-30,20000370,High Technology Inc,"14,469,942.82","14,469,942.82",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500002486,2024-11-26,20000243,"Philosys Co.,Ltd","14,410,909.63","14,410,909.63",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500002752,2024-12-26,20000112,Poly Medicure Limited,"14,391,998.40","14,391,998.40",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500002751,2024-12-26,20000112,Poly Medicure Limited,"14,391,998.40","14,391,998.40",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010377,2026-03-11,10003604,HAREGEWEINBINIYAM&FRIENDS METAL WOR,"14,175,000","14,175,000",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012212,2026-06-17,10003666,Wise team Plc,"14,120,275","14,120,275",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010942,2026-04-07,10003666,Wise team Plc,"14,120,275","14,120,275",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012711,2026-07-06,20000257,Spot Medical Equipment FZE,"14,105,281.53","14,105,281.53",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012731,2026-07-06,20000257,Spot Medical Equipment FZE,"14,105,281.53","14,105,281.53",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011869,2026-06-03,20000495,"Ambulanc (Shenzhen) Tech. Co., Ltd","14,039,060.46","14,039,060.46",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500009631,2026-02-02,20000153,Shenzhen Comen Medical Instrumnt Co,"13,991,248.78","13,991,248.78",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500001109,2024-07-21,20000249,RISE GLOBAL GMBH,"13,938,140.12","13,938,140.12",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500000827,2024-06-29,10000745,Humanwell Pharmaceutical Ethiopia P,"14,903,795","13,928,345",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500006111,2025-07-23,20000213,Adonai Trading FZE,"13,867,193.18","13,867,193.18",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500003376,2025-02-11,20000456,The Medical Export Group,"13,801,633.15","13,801,633.15",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012461,2026-06-25,1002599,Novel Industria group,"13,729,170","13,729,170",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012464,2026-06-25,1002599,Novel Industria group,"13,729,170","13,729,170",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500006418,2025-08-13,20000249,RISE GLOBAL GMBH,"13,610,348.69","13,610,348.69",[NULL],[NULL],2026-09-25,66,MISSING,ETB
4500001734,2024-10-03,20000398,Macleods Pharmaceuticals Ltd.,"13,556,101.27","13,556,101.27",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004565,2025-05-13,20000265,Wise team FZC,"13,529,030.13","13,529,030.13",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500005447,2025-06-25,20000257,Spot Medical Equipment FZE,"13,437,900.38","13,437,900.38",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500005474,2025-07-01,20000257,Spot Medical Equipment FZE,"13,437,900.38","13,437,900.38",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004806,2025-05-22,20000383,Kay & Company,"13,404,055.47","13,404,055.47",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010827,2026-04-02,20000153,Shenzhen Comen Medical Instrumnt Co,"13,037,036.67","13,037,036.67",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004815,2025-05-22,20000306,Quayle Dental,"13,014,940","13,014,940",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011864,2026-06-03,20000428,Psychotropics India Limited,"12,997,777.42","12,997,777.42",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500001504,2024-09-07,10000750,Pharmacure Plc.,"79,268,447.09","12,946,559.10",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500009305,2026-01-12,20000249,RISE GLOBAL GMBH,"12,883,266.80","12,883,266.80",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011587,2026-05-19,20000012,Fenway Trading Co.Ltd,"12,869,030.89","12,869,030.89",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500003321,2025-02-06,20000249,RISE GLOBAL GMBH,"25,564,282.38","12,782,141.19",[NULL],[NULL],2026-10-01,72,MISSING,ETB
4500010897,2026-04-06,20000249,RISE GLOBAL GMBH,"12,694,970.11","12,694,970.11",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500009171,2026-01-01,20000249,RISE GLOBAL GMBH,"12,689,711.71","12,689,711.71",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004183,2025-04-10,20000070,Kay And Company,"12,555,600.64","12,555,600.64",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500001815,2024-10-09,20000396,Linet Spol. S.R.O,"12,534,902.43","12,534,902.43",[NULL],[NULL],2025-12-30,-203,MISSING,ETB
4500008413,2025-11-24,20000249,RISE GLOBAL GMBH,"12,386,677.17","12,386,677.17",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012844,2026-07-10,20000222,Care Pharma FZ LLC,"12,355,270.11","12,355,270.11",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500005246,2025-06-18,20000070,Kay And Company,"12,323,016.46","12,323,016.46",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500002294,2024-11-09,20000218,BOSTON MEDICAL FZE.,"12,229,568.17","12,229,568.17",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004371,2025-04-30,20000548,Beckman coulter,"12,138,348.36","12,138,348.36",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010816,2026-06-11,20000158,Shenzhen Mindray Bio-Medical Electr,"12,112,450.65","12,112,450.65",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004147,2025-04-09,20000249,RISE GLOBAL GMBH,"12,061,401.75","12,061,401.75",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011289,2026-05-06,10000745,Humanwell Pharmaceutical Ethiopia P,"12,038,000","12,038,000",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500001718,2024-10-01,20000012,Fenway Trading Co.Ltd,"12,029,714.69","12,029,714.69",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012702,2026-07-06,10003604,HAREGEWEINBINIYAM&FRIENDS METAL WOR,"11,996,100","11,996,100",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500005476,2025-06-26,20000215,ATMOS MedizinTechnik GmbH & Co. KG,"11,904,744.45","11,904,744.45",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500005444,2025-06-25,20000215,ATMOS MedizinTechnik GmbH & Co. KG,"11,904,744.45","11,904,744.45",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500007477,2025-10-08,20000249,RISE GLOBAL GMBH,"11,844,896.67","11,844,896.67",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012135,2026-06-15,10000740,Follium Pharmaceuticals,"11,777,113.15","11,777,113.15",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500009623,2026-02-02,mindray,[NULL],"11,729,752.50","11,729,752.50",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011752,2026-05-26,20000410,Mylan Laboratories Ltd.,"11,683,930.18","11,683,930.18",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500008857,2025-12-22,10000745,Humanwell Pharmaceutical Ethiopia P,"11,676,600","11,676,600",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500002287,2024-11-09,20000335,Brawn Laboratories Ltd.,"11,643,803.31","11,643,803.31",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500009548,2026-01-26,20000012,Fenway Trading Co.Ltd,"11,635,914.48","11,635,914.48",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500003980,2025-03-28,20000370,High Technology Inc,"11,426,433.98","11,426,433.98",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011821,2026-06-02,20000257,Spot Medical Equipment FZE,"11,422,335.41","11,422,335.41",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011957,2026-06-08,20000549,Afrovision pharmaceuticals,"11,419,921.20","11,419,921.20",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010943,2026-04-07,10003666,Wise team Plc,"11,415,490","11,415,490",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012214,2026-06-17,10003666,Wise team Plc,"11,415,490","11,415,490",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500000086,2024-06-13,20000411,Naari Pte Limited,"11,397,760","11,397,760",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500005443,2025-06-25,20000683,Samed FZE,"11,243,103.12","11,243,103.12",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010239,2026-03-03,20000260,Tenama International FZ-LLC,"10,921,039.24","10,921,039.24",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500000736,2024-06-26,20000353,Fdc,"10,919,643.65","10,919,643.65",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004821,2025-05-23,20000370,High Technology Inc,"10,900,584.91","10,900,584.91",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012150,2026-06-15,10003646,Axial Importer and Manufacturing,"10,800,000","10,800,000",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010803,2026-04-01,10003604,HAREGEWEINBINIYAM&FRIENDS METAL WOR,"10,800,000","10,800,000",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500002740,2024-12-25,20000112,Poly Medicure Limited,"10,787,169.12","10,787,169.12",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500002743,2024-12-25,20000112,Poly Medicure Limited,"10,787,169.12","10,787,169.12",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500002746,2024-12-26,20000112,Poly Medicure Limited,"10,787,169.12","10,787,169.12",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010287,2026-03-06,20000930,Hangzhou yimai Biotech,"10,679,123.26","10,679,123.26",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500002465,2024-11-22,20000257,Spot Medical Equipment FZE,"10,570,794.78","10,570,794.78",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500002468,2024-11-22,20000257,Spot Medical Equipment FZE,"10,570,794.78","10,570,794.78",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500009552,2026-01-26,20000153,Shenzhen Comen Medical Instrumnt Co,"10,541,137.58","10,541,137.58",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004316,2025-04-23,10000746,Sansheng Pharmaceutical Plc,"72,993,270","10,503,560",[NULL],[NULL],2026-05-09,-73,MISSING,ETB
4500009533,2026-01-25,20000673,Nanjing Mindray Biomedical Electron,"10,484,052.78","10,484,052.78",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012840,2026-07-07,20000398,Macleods Pharmaceuticals Ltd.,"10,473,063.21","10,473,063.21",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004284,2025-04-17,10000744,Ethiopian Pharmaceuticals Manufactu,"608,453,445","10,449,865",[NULL],[NULL],2026-05-19,-63,MISSING,ETB
4500004907,2025-05-29,20000383,Kay & Company,"10,347,158.04","10,347,158.04",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004115,2025-04-08,20000403,Medopharm,"10,337,503.14","10,337,503.14",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500006555,2025-08-19,20000264,United Pharma (K) Limited,"10,186,710.09","10,186,710.09",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500005466,2025-06-26,20000249,RISE GLOBAL GMBH,"10,142,714.30","10,142,714.30",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500009529,2026-01-23,20000012,Fenway Trading Co.Ltd,"10,134,506.16","10,134,506.16",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500005862,2025-07-05,20000260,Tenama International FZ-LLC,"13,096,546.81","10,112,681.52",[NULL],[NULL],2026-11-03,105,MISSING,ETB
4500010296,2026-03-06,20000341,"Cspc Ouyi Pharmaceutical Co.,Ltd","10,028,218.96","10,028,218.96",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500002247,2024-11-26,20000370,High Technology Inc,"9,996,708.84","9,996,708.84",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010638,2026-03-24,20000467,Venus Remedius Ltd.,"9,880,858.87","9,880,858.87",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500000711,2024-06-24,10000745,Humanwell Pharmaceutical Ethiopia P,"23,473,671","9,843,431",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012038,2026-06-08,20000680,Shenzhen Lanmage Medical Techno┬áCo.,"9,716,579.17","9,716,579.17",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012738,2026-07-06,20000932,Fukuda Co. Ltd,"9,709,517.95","9,709,517.95",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011528,2026-05-18,20000680,Shenzhen Lanmage Medical Techno┬áCo.,"9,685,369.45","9,685,369.45",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004582,2025-05-13,20000249,RISE GLOBAL GMBH,"9,670,168.10","9,670,168.10",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011243,2026-04-30,20000830,GB Life Care Co. Ltd,"9,623,103.30","9,623,103.30",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500000031,2024-06-06,20000317,Akriti Pharmaceuticals Pvt.Ltd,"9,574,118.40","9,574,118.40",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500008705,2025-12-09,20000416,Neon Laboratory Ltd.,"9,560,178.43","9,560,178.43",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004541,2025-05-13,20000790,"Heyer Medical Co., LTD","9,445,722.85","9,445,722.85",[NULL],[NULL],2026-09-30,71,MISSING,ETB
4500001031,2024-07-17,20000464,Unique Pharmaceutical Laboratories,"9,413,786.47","9,413,786.47",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500000863,2024-07-03,10000744,Ethiopian Pharmaceuticals Manufactu,"9,364,535","9,364,450",[NULL],[NULL],2025-07-03,-383,MISSING,ETB
4500012739,2026-07-06,20000932,Fukuda Co. Ltd,"9,356,444.57","9,356,444.57",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010452,2026-03-13,20000351,F. Hoffmann-La Roche Ltd.,"9,345,546","9,345,546",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500000793,2024-06-29,20000319,Apothecaries Sundries Manufacturing,"9,221,239.51","9,221,239.51",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500001032,2024-07-17,20000321,Astra Zeneca,"9,118,504.85","9,118,504.85",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010898,2026-04-06,20000683,Samed FZE,"9,100,656.57","9,100,656.57",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011748,2026-05-26,20000252,Shanghai Desano Bio-Pharmaceutical,"9,087,205.60","9,087,205.60",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010496,2026-03-16,20000360,Guilin HBM health protection Inc,"9,082,482.90","9,082,482.90",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500000110,2024-06-13,20000322,Astrrazeneca Pharmaceuticals,"9,068,775.91","9,068,775.91",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011657,2026-05-22,10000747,Cadila Pharmaceuticals -Ethiopia,"9,035,553","9,035,553",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500000728,2024-06-26,20000407,Mission Pharma,"9,022,890.20","9,022,890.20",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004275,2025-04-16,20000218,BOSTON MEDICAL FZE.,"8,889,145.94","8,889,145.94",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500000581,2024-06-08,10000742,Quality Medical FZC,"8,830,875.60","8,830,875.60",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500003177,2025-01-29,20000402,Medochemie Ltd.,"8,799,790.33","8,799,790.33",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011901,2026-06-04,20000385,Kilitch Drugs,"8,793,244.51","8,793,244.51",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500008960,2025-12-24,20000673,Nanjing Mindray Biomedical Electron,"8,763,503.04","8,763,503.04",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011620,2026-05-20,20000400,Medicamen Biotech Limited,"8,761,730.94","8,761,730.94",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500001075,2024-07-17,20000249,RISE GLOBAL GMBH,"8,760,621.56","8,760,621.56",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500003216,2025-01-30,20000402,Medochemie Ltd.,"8,677,310.80","8,677,310.80",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500006557,2025-08-19,20000467,Venus Remedius Ltd.,"8,655,640.52","8,655,640.52",[NULL],[NULL],2026-09-22,63,MISSING,ETB
4500000544,2024-06-08,10000745,Humanwell Pharmaceutical Ethiopia P,"28,675,740","8,579,640",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004195,2025-04-11,1002552,Elsmed Healthcare Solution Ltd Ethi,"8,493,763.80","8,493,763.80",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500001012,2024-07-15,20000475,Zaman Project Management,"8,465,189.24","8,465,189.24",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011728,2026-05-26,20000233,Jiangxi Hongda Medical Equipment Gr,"8,352,571.52","8,352,571.52",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500001618,2024-09-20,20000464,Unique Pharmaceutical Laboratories,"8,299,980.06","8,299,980.06",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012846,2026-07-13,20000249,RISE GLOBAL GMBH,"8,239,503.35","8,239,503.35",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500007429,2025-10-07,20000673,Nanjing Mindray Biomedical Electron,"8,234,897.08","8,234,897.08",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500009894,2026-02-16,20000228,Hawam International Trading,"8,210,826.75","8,210,826.75",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010370,2026-03-11,20000249,RISE GLOBAL GMBH,"8,180,892.37","8,180,892.37",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500005839,2025-07-05,20000264,United Pharma (K) Limited,"8,138,139.06","8,138,139.06",[NULL],[NULL],2026-08-18,28,MISSING,ETB
4500003367,2025-02-10,20000726,Wise Team FZC JV with Wise Team PLC,"8,115,141.95","8,115,141.95",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011745,2026-05-26,20000398,Macleods Pharmaceuticals Ltd.,"8,061,067.30","8,061,067.30",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004630,2025-05-14,20000260,Tenama International FZ-LLC,"7,889,278.28","7,889,278.28",[NULL],[NULL],2026-10-22,93,MISSING,ETB
4500001014,2024-07-15,20000029,Hebei Pukang Medical Instrument Co,"7,882,653.34","7,882,653.34",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011839,2026-06-02,20000932,Fukuda Co. Ltd,"7,862,683.95","7,862,683.95",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011908,2026-06-04,20000932,Fukuda Co. Ltd,"7,862,683.95","7,862,683.95",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500002286,2024-11-08,20000153,Shenzhen Comen Medical Instrumnt Co,"7,821,516.92","7,821,516.92",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004849,2025-05-26,20000249,RISE GLOBAL GMBH,"7,798,088.75","7,798,088.75",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500005423,2025-06-25,20000249,RISE GLOBAL GMBH,"7,744,468.72","7,744,468.72",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500004298,2025-04-22,10000740,Follium Pharmaceuticals,"14,665,577","7,663,632",[NULL],[NULL],2027-03-11,233,MISSING,ETB
4500011834,2026-06-02,20000932,Fukuda Co. Ltd,"7,576,768.17","7,576,768.17",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010844,2026-04-02,20000945,Al Elham Trading L.L.C,"7,544,659.29","7,544,659.29",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010586,2026-03-18,20000445,Shiv dial sud and sons,"7,520,057.14","7,520,057.14",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500002272,2024-11-07,20000475,Zaman Project Management,"7,465,303.13","7,465,303.13",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500006108,2025-07-23,20000213,Adonai Trading FZE,"7,224,935.57","7,224,935.57",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500000772,2024-06-28,20000442,Scott Edil Pharmacia Ltd,"7,132,715.82","7,132,715.82",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500000771,2024-06-28,20000442,Scott Edil Pharmacia Ltd,"7,132,317.28","7,132,317.28",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012742,2026-07-06,20000244,"Qingdao Haier Biomedical Co., Ltd","7,106,404.21","7,106,404.21",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012802,2026-07-07,20000458,Theon Pharmaceuticals,"7,033,456.04","7,033,456.04",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500000824,2024-06-29,10000745,Humanwell Pharmaceutical Ethiopia P,"7,013,430","7,013,430",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500012418,2026-06-25,20000458,Theon Pharmaceuticals,"6,992,685.22","6,992,685.22",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500000962,2024-07-11,20000467,Venus Remedius Ltd.,"6,903,610.20","6,903,610.20",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011887,2026-06-03,20000535,"Contec Medical Systems Co., Ltd","6,877,227.56","6,877,227.56",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500000765,2024-06-27,20000467,Venus Remedius Ltd.,"6,869,249.55","6,869,249.55",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500008560,2025-12-02,20000260,Tenama International FZ-LLC,"6,819,738.01","6,819,738.01",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500009788,2026-02-10,20000260,Tenama International FZ-LLC,"6,789,571.74","6,789,571.74",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500011934,2026-06-04,20000249,RISE GLOBAL GMBH,"6,789,127.38","6,789,127.38",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010579,2026-03-18,20000943,Norfolk International,"6,767,419.83","6,767,419.83",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500007916,2025-10-30,20000213,Adonai Trading FZE,"11,005,785.74","6,688,214.60",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500005784,2025-07-05,20000402,Medochemie Ltd.,"6,682,813.70","6,682,813.70",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500010832,2026-04-16,20000535,"Contec Medical Systems Co., Ltd","6,674,121.67","6,674,121.67",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500002060,2024-11-29,20000222,Care Pharma FZ LLC,"6,627,777.27","6,627,777.27",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
4500003335,2025-02-08,20000218,BOSTON MEDICAL FZE.,"6,584,880.44","6,584,880.44",[NULL],[NULL],[NULL],[NULL],MISSING,ETB
